7354 00958 1|H|249.97341124|-35.26076526|  119.4| -105.4| 24.3| 15.6|  1.9|  1.7|H|      |     |11.218|0.094| 10|T| 81603B
7359 01321 1|H|253.78470466|-31.22246877|    0.8|   -2.9| 14.2|  9.0|  1.8|  1.2|H|      |     |10.758|0.037|  9|T| 82791B
7382 00454 1|H|268.70201554|-32.11545376|    9.7|  -41.8| 23.2| 14.7|  5.4|  3.9|H|      |     |11.114|0.100| 10|T| 87700B
7473 00660 1|H|319.78982614|-30.30288190|  296.5|   -0.9| 27.0| 23.0|  3.4|  1.7|H|      |     |12.022|0.066|  8|T|105252B
7479 01070 1|H|315.16860719|-35.29175860|   66.2|  -65.6| 30.2| 18.8|  1.2|  0.8|H|      |     |10.509|0.086| 10|T|103687B
7483 00777 1|H|317.17224767|-37.24281210|   17.9|   -3.6| 48.7| 21.1|  1.0|  0.5|H|      |     |10.629|0.068|  9|T|104374B
7491 01164 1|H|329.32194048|-34.30595718|   14.7|  -44.7| 18.2| 13.3|  3.4|  2.2|H|      |     |12.148|0.043| 10|T|108371B
7498 00067 1|H|341.94671562|-30.06889667|   13.1|   -6.3| 34.7| 14.3|  3.0|  1.8|H|      |     |12.603|0.077| 10|T|112553B
7559 00003 1|H|040.22093206|-38.65103256|   -1.5|    2.5| 22.1| 28.4|  1.8|  1.9|H|      |     |12.525|0.086|  9|T| 12504B
7580 00671 1|H|061.62660715|-42.36487792|   82.7|   32.6| 10.0| 10.6|  1.4|  1.5|H|      |     |11.145|0.039|  9|T| 19160B
7631 00729 1|H|101.06947532|-39.96502023|    3.3|  -16.4|  8.2|  9.1|  1.0|  1.4|H|      |     |11.465|0.032|  9|T| 32274B
7634 01222 1|H|108.06563178|-40.49882492|  -18.9|  -12.4| 19.3| 24.8|  0.4|  0.5|H|      |     | 9.542|0.089|  8|T| 34802B
7634 01830 1|H|109.42971657|-40.25349468|   -3.4|   14.8| 44.3| 42.6|  1.3|  1.5|H|      |     |12.619|0.199|  9|T| 35319B
7716 03114 1|H|154.16450814|-41.50552345|  -17.3|    4.8| 21.7| 23.0|  1.3|  1.4|H|      |     |12.287|0.091| 10|T| 50328B
7737 00261 1|H|165.06429021|-44.91054441|   -7.4|   -0.2| 32.5| 41.5|  0.9|  1.1|H|      |     |11.086|0.258| 10|T| 53782B
7759 00153 1|H|180.30363056|-40.55236955|  -45.9|  -20.5| 10.3|  9.1|  1.7|  1.2|H|      |     |11.914|0.034| 10|T| 58614B
7797 02742 1|H|205.91739875|-42.06742936|  -13.5|   -4.3| 14.8| 12.5|  1.2|  1.0|H|      |     | 9.151|0.159|  9|T| 66984C
7886 00900 1|H|269.32215672|-38.78287981|    5.2|   -7.1| 14.0|  8.4|  1.4|  0.7|H|      |     |10.482|0.027|  8|T| 87897B
7970 00659 1|H|317.68645563|-39.97526476|   12.1|  -39.0| 39.8| 28.0|  1.1|  0.7|H|      |     |11.588|0.099|  8|T|104555B
7979 00228 1|H|320.50011092|-37.55464325|    0.6|   -6.6| 26.0| 20.0|  2.0|  1.3|H|      |     |11.865|0.073|  9|T|105495B
7980 00979 1|H|322.67697999|-38.63788539|   -8.2|  -51.1| 19.6| 14.5|  1.2|  0.8|H|      |     |10.645|0.049|  9|T|106203B
7981 00052 1|H|326.62832487|-38.72174247|  -14.4|   -0.2| 27.6| 17.5|  1.3|  0.9|H|      |     |11.408|0.067| 10|T|107514B
7997 00525 1|H|337.18654577|-38.65832087|   17.1|   13.4| 59.0| 45.5|  5.0|  3.0|H|      |     |12.677|0.199| 10|T|110947B
8047 00475 1|H|029.80321587|-50.14841897|  -12.0| -208.3| 23.4| 23.4|  1.3|  1.2|H|      |     |12.199|0.117|  9|T|  9276B
8048 00102 1|H|031.07420787|-51.15336932|    4.7|  -68.6| 46.5| 43.6|  1.6|  1.8|H|      |     |12.535|0.112|  8|T|  9661B
8051 00381 1|H|042.04825643|-45.32627631|    8.8|   -1.4| 24.3| 31.8|  1.4|  1.5|H|      |     |11.981|0.079|  9|T| 13083B
8059 00679 1|H|049.87416758|-45.10503079|   54.4|  119.2| 10.4| 11.1|  1.3|  1.5|H|      |     |11.387|0.050| 10|T| 15473B
8067 00405 1|H|059.06007466|-47.28561873|   44.6|   44.3| 53.3| 82.1|  1.4|  1.4|H|      |     |12.491|0.156|  9|T| 18416B
8079 01199 1|H|069.19621067|-49.17125337|   -3.0|   -3.3| 29.5| 30.2|  1.2|  1.1|H|      |     |12.098|0.106|  9|T| 21481B
8110 00526 1|H|093.23287344|-49.05479061|  -47.8|  167.6| 16.0| 17.6|  1.2|  1.1|H|      |     |12.026|0.095|  8|T| 29498B
8172 00669 1|H|143.82652619|-48.08272396|   -9.3|    1.2| 16.2| 17.8|  1.0|  1.0|H|      |     |11.270|0.056|  9|T| 47051B
8190 00982 1|H|151.51399916|-50.53075527|  -21.0|    3.5| 10.0|  9.8|  1.7|  1.5|H|      |     |11.639|0.036|  9|T| 49473B
8282 01816 1|H|218.96533054|-47.07368822|  -34.5|  -21.4|  9.8|  5.7|  1.5|  1.5|H|      |     |11.058|0.028|  9|T| 71385B
8313 01995 1|H|237.81639218|-48.74955504|   -1.9|   -0.2| 27.2| 53.4|  2.8|  2.3|H|      |     |12.273|0.482|  3|T| 77662B
8316 04433 1|H|246.70727979|-48.04426348|   -7.2|  -12.2| 13.7|  7.2|  1.4|  1.1|H|      |     | 9.893|0.033| 10|T| 80557B
8383 01516 1|H|287.73782254|-48.77910638|   -2.2|   -5.0| 15.1| 10.4|  2.3|  1.8|H|      |     |11.314|0.046|  9|T| 94231B
8395 00692 1|H|300.35496652|-47.39755585|   12.0|   -7.2|  9.0|  4.9|  1.6|  1.0|H|      |     | 9.610|0.021|  8|T| 98577B
8476 00629 1|H|016.81048472|-56.10346586|   82.9|  -25.0| 38.9| 49.2|  1.3|  1.3|H|      |     |12.396|0.158|  9|T|  5264B
8493 01295 1|H|051.64106472|-53.16192440|  295.9|  222.5| 79.6| 74.5|  1.6|  1.3|H|      |     |13.609|0.266|  8|T| 16039B
8545 01446 1|H|105.50764183|-57.60227649|   -8.8|   19.0|  8.2|  7.8|  1.0|  1.0|H|      |     |10.567|0.028|  9|T| 33886B
8571 00348 1|H|124.97433517|-56.24976143|  -12.6|   -3.0| 25.8| 25.1|  1.1|  1.1|H|      |     |12.322|0.091|  8|T| 40821B
8573 01154 1|H|133.10334948|-55.34150847|  -11.4|    9.5|  8.8|  8.0|  0.6|  0.5|H|      |     | 9.841|0.032|  9|T| 43571B
8585 01968 1|H|143.40214195|-53.34447619|   -9.2|    4.6| 31.3| 26.0|  1.4|  1.3|H|      |     |12.210|0.166|  9|T| 46908B
8602 01411 1|H|147.36452009|-55.33520455|  226.1| -188.8| 19.3| 18.0| 10.6|  9.1|H|      |     |12.320|0.070| 10|T| 48190B
8623 00582 1|H|164.83537594|-58.12461616|   -4.6|    0.2| 16.6| 17.5|  1.4|  1.2|H|      |     |11.829|0.082| 10|T| 53708B
8641 02263 1|H|184.55314688|-57.22963393|  -37.1|   -4.6|  9.1|  7.8|  1.4|  1.2|H|      |     |10.911|0.033|  9|T| 59990B
8696 00115 1|H|234.35881360|-54.36433873|  -30.4|  -54.7| 17.5| 16.0|  1.2|  1.2|H|      |     |10.975|0.063|  8|T| 76497B
8740 01724 1|H|261.22211008|-59.39592789|   -1.3|  -19.8| 38.9| 31.8|  2.0|  1.6|H|      |     |12.168|0.151| 10|T| 85225B
8757 02352 1|H|278.37247263|-58.70877211|   23.9| -104.1| 54.4| 30.8|  1.2|  0.8|H|      |     |10.628|0.205| 10|T| 90981B
8790 01142 1|H|308.33173937|-53.86956182|    7.5|    5.6|  8.6|  7.0|  2.9|  1.9|H|      |     |11.167|0.024|  8|T|101429B
8795 00907 1|H|310.20394840|-55.98276192|  -36.5|   -4.3| 39.9| 49.1|  1.9|  1.6|H|      |     |12.518|0.226|  8|T|102044B
8824 01346 1|H|344.34151804|-54.93976004|  -17.5|    4.7| 47.8| 52.9|  1.6|  1.6|H|      |     |12.716|0.175|  8|T|113352B
8825 00412 1|H|334.94595398|-55.58574235|  -28.3|   11.8| 12.0| 14.2|  1.3|  0.9|H|      |     |10.951|0.056|  9|T|110234B
8849 00440 1|H|018.36787509|-60.24225003|  147.3|    9.8| 10.6|  9.9|  1.8|  1.7|H|      |     |11.475|0.038|  8|T|  5712B
8905 00394 1|H|092.62751917|-67.46485651|   -2.6|    6.6|  7.1|  7.2|  1.4|  1.6|H|      |     |11.121|0.021|  9|T| 29290B
8910 00108 1|H|114.10510960|-61.87411647|   -7.3|   11.3| 12.4| 11.6|  1.2|  1.2|H|      |     |10.783|0.053|  9|T| 37012B
8913 01050 1|H|111.39907359|-63.06023279|   -2.7|   -1.9|100.2| 95.1|  1.5|  1.2|H|      |     |13.324|0.341|  9|T| 36036B
8915 02074 1|H|116.93029898|-63.71910234|  -38.4|   35.4| 11.4| 11.4|  1.4|  1.4|H|      |     |11.376|0.037|  8|T| 38034B
8921 00047 1|H|110.61942201|-67.29760563|   -2.8|    5.4| 28.2| 28.8|  0.9|  1.2|H|      |     |12.230|0.107|  9|T| 35753B
8946 01155 1|H|147.78126772|-63.17759086|   -8.0|    6.8| 28.6| 30.5|  1.4|  1.2|H|      |     |11.882|0.117| 10|T| 48332B
8949 00413 1|H|144.03139631|-63.90231358|   -1.2|  -42.8| 37.8| 34.7|  1.4|  1.3|H|      |     |12.667|0.123|  9|T| 47120B
9025 00710 1|H|229.84399254|-62.78997899|  -33.8|   -9.1| 27.2| 54.7|  1.5|  2.2|H|      |     |12.230|0.113|  9|T| 74986B
9035 01655 1|H|239.96777808|-67.36662597|   -3.2|   -8.0| 27.5| 36.6|  1.3|  2.0|H|      |     |12.873|0.120|  9|T| 78351B
9063 01353 1|H|272.21423720|-64.61730322|    0.8|  -14.4| 53.2| 68.1|  1.4|  1.3|H|      |     |13.126|0.233|  9|T| 88895B
9109 00948 1|H|313.16585480|-64.53450398|  -57.6|   14.3| 50.3| 40.9|  1.5|  1.4|H|      |     |11.659|0.273| 10|T|103046B
9214 00329 1|H|150.32569214|-70.72826456|  -27.7|   17.8|  8.5|  7.9|  0.7|  0.6|H|      |     |10.191|0.031| 10|T| 49105B
9244 00049 1|H|213.80852414|-67.65828848|  -26.0|  -23.5| 18.6| 25.6|  0.9|  1.0|H|      |     |11.198|0.104|  9|T| 69643B
9256 00899 1|H|211.80928649|-74.49015883|  -26.2|   -9.5| 20.0| 17.9|  0.9|  1.0|H|      |     |11.674|0.060|  8|T| 68972B
9280 00864 1|H|260.05373275|-70.04504336|  -60.7| -197.4|  7.0| 12.0|  3.6|  7.4|H|      |     | 9.842|0.030|  9|T| 84827B
9300 00094 1|H|284.99225395|-71.53485164|    6.9|  -26.0| 14.2| 22.6|  0.6|  0.8|H|      |     |11.303|0.050|  8|T| 93271B
9350 01310 1|H|004.77290256|-77.98877884|   41.6|   12.2| 16.8| 14.1|  0.8|  0.9|H|      |     |11.163|0.078|  9|T|  1531B
9474 01575 1|H|327.75185611|-76.20624425|   56.9|  -32.4| 16.8| 16.4|  1.4|  1.2|H|      |     |11.796|0.049|  9|T|107847B
9494 00724 1|H|012.50116688|-84.93508450|    9.4|   10.5|  6.0|  6.2|  1.1|  1.1|H|      |     |10.718|0.019|  8|T|  3899B
9525 01637 1|H|334.93873704|-82.63190965|  -10.0|  -18.8| 13.6| 11.5|  1.3|  1.0|H|      |     |11.922|0.059|  9|T|110231B
9526 00219 1|H|248.35674702|-85.18176560|  -66.1| -274.0| 38.6| 44.1|  1.7|  2.3|H|      |     |13.077|0.141|  9|T| 81063B
